НАЗВАНИЕ;URL;ID ГРУППЫ;СОВПАВШИХ УЧАСТНИКОВ;ВСЕГО УЧАСТНИКОВ;ТУТ СОСТОИТ ПРОЦЕНТ ИСХОДНОЙ АУДИТОРИИ
Все конкурсы, гранты, стипендии, вакансии 2023;https://vk.com/vsekonkursyru;8830886;4749;373605;8.30%
Идеи дизайна интерьера;https://vk.com/i_des;36184135;4718;6075596;8.24%
ПОДЕЛКИ • Школа творчества для детей;https://vk.com/podelki_vk;55817470;4718;538153;8.24%
Power Game | Татьяна Бушуева;https://vk.com/powergame_bushueva;202854179;4682;22291;8.18%
Начальная школа - Оксана Сергеевна;https://vk.com/oksana_sergeevna1202;211595657;4658;41532;8.14%
Новая начальная школа;https://vk.com/nnshcooll;215756871;4632;54493;8.09%
Своими руками. Новинки;https://vk.com/srukakami;162413575;4623;2391155;8.08%
На все руки;https://vk.com/navseruki;171193480;4540;2480163;7.93%
Начальная школа;https://vk.com/elsch;196495770;4504;39689;7.87%
Slow living;https://vk.com/kozlyukovata;178364610;4503;23946;7.87%
Конкурсы для детей и педагогов;https://vk.com/odarenost;46821402;4481;111633;7.83%
Я же сама архитектор;https://vk.com/club166491431;166491431;4460;2710876;7.79%
Иду на урок;https://vk.com/shvyrevayuliya;218052784;4460;40669;7.79%
УЧЕНИЕ С УВЛЕЧЕНИЕМ;https://vk.com/club211382905;211382905;4444;30545;7.76%
Идеи для творчества и подарков своими руками;https://vk.com/i_d_t;31805219;4436;2658787;7.75%
Учительская газета;https://vk.com/uchitelskaya_gazeta;59155345;4426;35100;7.73%
Методическая копилка воспитателя;https://vk.com/kopilka_detsad;192615183;4344;74975;7.59%
Классная тема!;https://vk.com/klassnayatemashow;207448939;4280;59985;7.48%
